fips,county,state,population,preventable_stays,preventable_black,preventable_white,uninsured,primary_care,mental_health,dentists,other_providers,flu_vaccinations,mammogram,broadband,pct_white,pct_black,pct_hispanic,poverty,log_preventable,disparity_count,log_uninsured,log_primary_care,log_mental_health,log_dentists,log_other_providers,log_population,primary_care_per_100k,mental_health_per_100k
17163,St. Clair County,IL,251018,4146,6293,3604,0.0531610603,5.887063e-4,0.0018922946,7.361351e-4,0.0012150523,0.46,0.45,0.8812911635,0.6008812117,0.301982328,0.0517413094,0.173,8.330140460246382,6750,0.051796175206793076,5.885330804265468e-4,0.0018905064660022072,7.358642854531105e-4,0.001214314721358167,12.433279928690066,2.3452752392258725e-4,7.538481702507391e-4
17167,Sangamon County,IL,193491,4169,6373,4002,0.0521265895,0.0012067744,0.0032301244,8.584618e-4,0.0024703991,0.54,0.48,0.8781350101,0.778847595,0.1381149511,0.030120264,0.167,8.335671314792847,4588,0.050813439300511395,0.0012060468330543123,0.003224918755088351,8.58093532416378e-4,0.0024673526803599684,12.172986278742368,6.236850292778475e-4,0.0016693925815671013
17177,Stephenson County,IL,43105,2732,6085,2499,0.0549865555,4.77045e-4,0.0022967173,5.042749e-4,6.959749e-4,0.5,0.42,0.8442652422,0.7989792367,0.0975756873,0.0587402853,0.175,7.913155185928068,1546,0.05352802324493368,4.769312502084052e-4,0.0022940838762044017,5.041477961409451e-4,6.957328217829666e-4,10.671394278644025,0.001106704558635889,0.0053281923210764404
17183,Vermilion County,IL,71652,3996,3791,3966,0.0537096862,3.557015e-4,0.0040752526,3.73253e-4,0.0016887177,0.35,0.46,0.8527414279,0.7677245576,0.1386144141,0.0579188299,0.287,8.293299358711323,-125,0.05231697214064555,3.5563825321895955e-4,0.004066971249562227,3.7318335842775825e-4,0.001687293419511195,11.179576346334994,4.964292692457991e-4,0.0056875629431139395
17195,Whiteside County,IL,54498,2971,11758,3035,0.0585079988,5.062833e-4,0.0015413409999999999,4.207984e-4,0.0014495945,0.48,0.43,0.8399741546,0.8258468201,0.0163308745,0.1347755881,0.157,7.99699040583765,4754,0.05686036829545418,5.061551818509872e-4,0.0015401543531560198,4.2070988918252607e-4,0.0014485448521461095,10.905919282730268,9.289942750192668e-4,0.0028282524129325842
17197,Will County,IL,700728,3749,5310,3643,0.0592979329,5.40694e-4,0.0019451199,5.999222e-4,8.00596e-4,0.5,0.45,0.9321412291,0.5891415785,0.1231133906,0.2015618043,0.093,8.229511118964457,11681,0.05760636123542071,5.40547877668352e-4,0.001943230603829005,5.997423186165376e-4,8.002756939680744e-4,13.459875073600204,7.716175177815072e-5,2.7758558242285165e-4
17199,Williamson County,IL,66706,3532,6066,3487,0.0496340524,7.92476e-4,0.0049021078,6.747132e-4,0.0023236291,0.42,0.47,0.8683533746,0.8812700507,0.0505651666,0.0300422751,0.219,8.169902647359145,1720,0.04844158189788126,7.921621566926123e-4,0.004890131592717672,6.744856833821077e-4,0.002320933648581476,11.108050182880493,0.0011880130722873505,0.007348825892723293
17201,Winnebago County,IL,280922,3082,6930,2812,0.0709748931,7.028847e-4,0.0024028022,8.540406e-4,0.0015769502,0.52,0.44,0.8768547151,0.6435309445,0.1368386954,0.1605214259,0.203,8.03365842788615,11568,0.06856934870717231,7.026377922408423e-4,0.0023999200866361417,8.536761148353712e-4,0.0015757081196611695,12.54583232971223,2.5020635621275655e-4,8.55327172667146e-4
18000,Indiana,IN,6862199,3078,4983,2969,0.0824213989,6.560402e-4,0.002109965,5.949038e-4,0.0013759438,0.51,0.47,0.8831315772,0.7602906882,0.0995663343,0.0877398047,0.151,8.0323601479245,138205,0.07920056754228687,6.558250996991323e-4,0.002107742150057326,5.947269148839163e-4,0.0013749980567566461,15.741538502271492,9.560203660663293e-6,3.074765100808065e-5
18003,Allen County,IN,394545,3127,5865,2934,0.0813709211,7.385334e-4,0.0024661319,6.89745e-4,0.0023571456,0.54,0.46,0.9075319588,0.7044773093,0.1141720209,0.0920376636,0.174,8.048149101665201,11564,0.07822960755428827,7.382608184074336e-4,0.002463095987009285,6.895072352426488e-4,0.002354371890147085,12.88548848120382,1.8718610044481617e-4,6.250571924622033e-4
18019,Clark County,IN,125467,3622,3544,3684,0.0743495868,3.829295e-4,0.0025743821,3.863583e-4,0.0012991464,0.51,0.48,0.8785987313,0.8024101955,0.0842691704,0.0699785601,0.111,8.195057690895077,-176,0.07171544293688152,3.828562012105593e-4,0.002571074054633733,3.862836828505846e-4,0.0012983032394960296,11.739798054769864,3.052033602461205e-4,0.0020518400057385608
18035,Delaware County,IN,112321,3795,6804,3662,0.0866118853,0.001144175,0.0033742577,6.516054e-4,0.0015402285,0.55,0.45,0.8748970658,0.8511854417,0.0726222167,0.0331727816,0.206,8.241703159729818,3529,0.08306449313915032,0.0011435209306504253,0.003368577666165893,6.513931973780127e-4,0.0015390435646419006,11.629116122353908,0.0010186652540486642,0.003004120066594849
18039,Elkhart County,IN,206409,2476,3057,2439,0.1284610636,4.88109e-4,0.0017925575,4.108463e-4,0.0011094477,0.52,0.42,0.8817028986,0.7062095161,0.0538009486,0.2038234767,0.153,7.814803429489359,1276,0.12085481388890251,4.879899135518872e-4,0.0017909527862128537,4.107619257680917e-4,0.0011088327177188931,12.237614916290052,2.364766071246893e-4,8.684492924242644e-4
18043,Floyd County,IN,80809,2927,7011,2781,0.0688684386,5.593258e-4,0.0017819797,8.548703e-4,0.0018809786,0.55,0.52,0.8731594649,0.8593102253,0.055649742,0.0440792486,0.13,7.982074875081202,3418,0.06660055487146894,5.591694356278276e-4,0.0017803938578539497,8.545051064989642e-4,0.001879211774979628,11.299843624444826,6.921578042049772e-4,0.002205174794886708
18053,Grant County,IN,66200,3849,6319,3678,0.071944507,4.225586e-4,0.0029456193,6.361516e-4,0.0010120846,0.46,0.43,0.8686325074,0.8277945619,0.0748489426,0.0573716012,0.243,8.25582842728183,1748,0.069474295450503,4.2246934725686326e-4,0.0029412894640846133,6.359493413444423e-4,0.0010115727876835946,11.1004357419251,6.383060422960725e-4,0.004449575981873111
18057,Hamilton County,IN,371645,2059,1113,2072,0.0455395579,0.0013879153,0.0019938382,7.426265e-4,0.0012377403,0.6,0.55,0.9606896396,0.7949629351,0.0504002475,0.0573880989,0.045,7.630461261783627,-3564,0.04453307551702051,0.0013869530358179398,0.0019918531427667798,7.423508893827055e-4,0.0012369749309617492,12.825694376544845,3.7345189629888744e-4,5.36489983721024e-4
18059,Hancock County,IN,86166,2402,4323,2360,0.0586745831,8.314076e-4,0.0012533946,3.370651e-4,6.266973e-4,0.57,0.51,0.9265335235,0.8772369612,0.0473736741,0.0386811503,0.058,7.784473235736469,1691,0.057017732428116114,8.310621721489659e-4,0.0012526097567320585,3.37008306321023e-4,6.265010072535397e-4,11.364030947288674,9.648905600817028e-4,0.001454627811433744
18065,Henry County,IN,48929,3833,17636,3830,0.0720024379,4.087054e-4,0.0010627644,3.679853e-4,0.0010832022,0.37,0.43,0.8623510293,0.9250955466,0.0285924503,0.0238917615,0.168,8.251663923605589,6755,0.06952833680647205,4.086219026976942e-4,0.0010622000657159957,3.6791761001496903e-4,0.0010826159598032348,10.79812554671483,8.353029900468026e-4,0.002172054200985101
18067,Howard County,IN,83831,2986,3595,2977,0.0702954665,5.496672e-4,0.0023618948,8.974083e-4,0.0014672377,0.44,0.5,0.8871587577,0.8298123606,0.0803759946,0.0426095359,0.181,8.00202481821611,518,0.06793474727092164,5.495161883195811e-4,0.002359109910691842,8.970058699162383e-4,0.0014661623584917532,11.336558146464489,6.556848898378881e-4,0.0028174479607782324
18081,Johnson County,IN,167819,2669,3257,2674,0.0668003491,8.034182e-4,0.0013288126,6.75586e-4,0.0014241534,0.55,0.5,0.9125875831,0.8363534522,0.0357051347,0.0439819091,0.083,7.8898337513942955,978,0.06466384056601356,8.030956323576073e-4,0.0013279305098721737,6.753578945091655e-4,0.0014231402553480674,12.030641296640963,4.787409053802013e-4,7.918129651588914e-4
18089,Lake County,IN,500598,4096,6548,3706,0.0771620499,5.074635e-4,0.0023032453,6.343946e-4,0.0012904566,0.46,0.44,0.8807746777,0.5190372315,0.2330872277,0.212659659,0.2,8.318010277546872,14227,0.07432985101535813,5.073347839420154e-4,0.0023005968963799315,6.341934568107173e-4,0.0012896246765123273,13.123558662766078,1.0137145973415797e-4,4.600987818568991e-4
18091,La Porte County,IN,111706,3688,6086,3618,0.0793673377,3.736987e-4,0.0012443378,5.551824e-4,0.0011995775,0.53,0.44,0.8840685882,0.7773172435,0.110934059,0.0779993913,0.216,8.213110697596676,2757,0.07637507106326748,3.736288920317348e-4,0.0012435642533554633,5.550283432685278e-4,0.0011988585817853802,11.62362569892354,3.345377150734965e-4,0.001113939985318604
18095,Madison County,IN,132504,3397,2636,3434,0.0795851143,4.817177e-4,0.0015395762,5.616954e-4,0.0010490249,0.5,0.45,0.8773725943,0.8262769426,0.0859974039,0.0568888486,0.171,8.130942302231878,-1057,0.07657681390437256,4.8160171127652304e-4,0.0015383922675757686,5.615377081859525e-4,0.0010484750578779623,11.79436811263199,3.6354955322103486e-4,0.0011619092253818753
18097,Marion County,IN,968460,3261,4533,2915,0.0976821778,7.795268e-4,0.0039041365,9.407241e-4,0.0021973029,0.53,0.46,0.8926567203,0.4985564711,0.2890403321,0.1386407286,0.207,8.09009578318096,15670,0.09320084563143839,7.792231267879949e-4,0.0038965351371767335,9.402818963897397e-4,0.002194892360460659,13.78346245999538,8.049137806414306e-5,4.0312831712202877e-4
18105,Monroe County,IN,139342,1990,2211,1965,0.0622431327,5.862377e-4,0.0036457062,6.154066e-4,0.001442494,0.58,0.48,0.8985994782,0.8146789913,0.0377416716,0.0493820959,0.135,7.596392304064196,343,0.060382835129565965,5.860659298084816e-4,0.003639076721020949,6.152173150124344e-4,0.0014414546049572902,11.844686621861323,4.207185916665471e-4,0.002616372809346787
18127,Porter County,IN,175335,3753,5312,3713,0.0691236401,5.624329e-4,0.0023668977,6.007174e-4,0.0010551231,0.51,0.44,0.9136504578,0.800433456,0.0468360567,0.1197935381,0.106,8.230577217146454,2804,0.06683928494325399,5.622747938964579e-4,0.0023641010097559924,6.005370415287079e-4,0.0010545668488631543,12.07445370870998,3.207761713291698e-4,0.001349928821969373
18141,St. Joseph County,IN,272848,3303,4947,3079,0.0804218121,9.000338e-4,0.0027121328,6.39156e-4,0.0012900956,0.56,0.45,0.8807251998,0.6957536797,0.1327772239,0.1085109658,0.184,8.102889134640868,5097,0.07735153164404437,8.996290124429091e-4,0.0027084616041865087,6.389518267983028e-4,0.0012892641417016615,12.516670142552696,3.2986637248577964e-4,9.940086788248403e-4
18157,Tippecanoe County,IN,188792,2615,4000,2636,0.0874379509,7.002502e-4,0.0019015636,5.351929e-4,0.0012659435,0.57,0.48,0.894658335,0.7247446926,0.0632918768,0.1043264545,0.127,7.86940171257709,2575,0.08382442570923179,7.000051392245724e-4,0.0018997579166562888,5.350497353580095e-4,0.0012651428691584192,12.148401158914426,3.7091094961650914e-4,0.0010072267892707318
18163,Vanderburgh County,IN,179810,3355,5173,3271,0.0790995615,7.77834e-4,0.0026583616,7.288143e-4,0.0022857461,0.6,0.54,0.8965776315,0.8092987042,0.1029920472,0.0389855959,0.174,8.118505067587098,3420,0.07612695403031892,7.775316439126038e-4,0.0026548344064562302,7.285488438289988e-4,0.0022831377563013854,12.099656016825683,4.325866192091653e-4,0.0014784281185696011
18167,Vigo County,IN,106153,4490,4366,4475,0.0932586931,8.302357e-4,0.0019405952,5.754391e-4,0.0020347988,0.51,0.44,0.8599600892,0.8482756022,0.068043296,0.0327169275,0.211,8.409830673087738,-116,0.0891628628914445,8.298912449806778e-4,0.0019387146776302995,5.752735984086846e-4,0.0020327314009408242,11.57263672862559,7.821123284316034e-4,0.0018281114994394881
18177,Wayne County,IN,66127,3937,4499,3921,0.0845234681,6.01902e-4,0.0050357645,6.639205e-4,0.0017542003,0.46,0.45,0.8759042434,0.8632177477,0.0489210156,0.0402709937,0.229,8.278428259199071,382,0.0811406906080599,6.017209296453923e-4,0.005023127445016488,6.637002022863072e-4,0.0017526634876423427,11.099332414449899,9.102212409454535e-4,0.007615292543136691
19000,Iowa,IA,3207004,2364,3348,2354,0.0536751607,7.218738e-4,0.0021440572,7.086355e-4,0.0014265651,0.54,0.54,0.8754574259,0.8310516607,0.0427882223,0.0743934214,0.13,7.768533300926033,31878,0.052284205937496935,7.216133744306029e-4,0.002141761989484479,7.083845364183165e-4,0.001425548522702068,14.980847725946107,2.2509289043605806e-5,6.685545761714048e-5
19013,Black Hawk County,IA,130471,2324,3187,2270,0.0523790214,9.511537e-4,0.0025829495,7.906413e-4,0.0018394892,0.61,0.55,0.8807964272,0.7871940891,0.0955384722,0.053191897,0.151,7.751475318021456,1196,0.05105333592982243,9.507016399491569e-4,0.0025796194189950613,7.903289078166919e-4,0.0018377994116557939,11.778906258827647,7.290154133868828e-4,0.0019797115834170047
19057,Des Moines County,IA,38253,2721,3654,2640,0.0504024145,7.534229e-4,0.0026403158,6.267464e-4,0.0013855122,0.57,0.51,0.8778217361,0.853919954,0.0635767129,0.038480642,0.209,7.909122183211411,388,0.049173342651941475,7.531392194454642e-4,0.002636836289563266,6.26550076500836e-4,0.0013845532636149458,10.551977267551651,0.0019695785951428647,0.006902245052675607
19061,Dubuque County,IA,98887,6391,1331,6366,0.045964315,7.698697e-4,0.002012398,8.107259e-4,0.0015674457,0.58,0.57,0.8915609215,0.8887315825,0.036738904,0.0336343503,0.102,8.76280248744611,-4979,0.04493924938200184,7.695735023352032e-4,0.0020103758396179715,8.10397439273378e-4,0.0015662185391599626,11.501733063066078,7.785347922376044e-4,0.0020350480851881437
19103,Johnson County,IA,157528,1892,569,1843,0.050163781,0.0019192494,0.0047927987,0.0023590334,0.0040881621,0.65,0.59,0.8926608159,0.7587413031,0.0845881367,0.0678990402,0.105,7.545918151209323,-2007,0.04894613391028145,0.0019174099940134821,0.00478134980722953,0.0023562552490184064,0.004079828270963533,11.967358499225005,0.0012183544512721547,0.003042505903712356
19113,Linn County,IA,228972,3349,5392,3350,0.0430576804,6.246205e-4,0.0031051832,7.422511e-4,0.0012228569,0.63,0.6,0.9130256389,0.8325603131,0.0679864787,0.0419221564,0.115,8.116715624819111,4676,0.042156476886446165,6.244255058095166e-4,0.0031003720756891703,7.419757678874837e-4,0.0012221098194873123,12.341355004318341,2.7279339831944515e-4,0.0013561410128749367
19153,Polk County,IA,505255,1916,2322,1913,0.054806583,9.31882e-4,0.0035130776,7.942701e-4,0.0018347171,0.63,0.54,0.9046560345,0.7400876785,0.0764148796,0.1055427457,0.153,7.558516743045645,2066,0.0533574164710729,9.314480675306246e-4,0.0035069211573820957,7.939548344305269e-4,0.001833036062419621,13.132818531307946,1.8443795707118188e-4,6.953078346577471e-4
19163,Scott County,IA,174270,3243,4948,3224,0.057776555,9.990239e-4,0.0019395191,8.336975e-4,0.0017386814,0.61,0.56,0.8901410389,0.7797268606,0.0799850806,0.075606817,0.129,8.084562415235304,3004,0.056169115478991456,9.98525207732925e-4,0.0019376406612833955,8.333501672728552e-4,0.0017371716432319968,12.068361099654688,5.732621219946061e-4,0.0011129391748436334
19169,Story County,IA,98566,2161,977,2151,0.0462730374,6.433971e-4,0.0026479719,5.116732e-4,9.841122e-4,0.69,0.64,0.7861940684,0.8260962198,0.0298480206,0.0518941623,0.092,7.6787889981991535,-1157,0.045234361599443586,6.431902088231642e-4,0.0026444721991202066,5.115423399045964e-4,9.836282790512754e-4,11.498481653537818,6.527576446239068e-4,0.002686496256315565
19193,Woodbury County,IA,105951,2211,2878,2203,0.0710945888,6.344276e-4,0.0028409359,6.908234e-4,0.0015195704,0.54,0.51,0.856529146,0.6749157629,0.0533170994,0.1951562515,0.161,7.701652362642226,715,0.06868110577307145,6.342264358884901e-4,0.0028369080683436918,6.905848913536278e-4,0.0015184170211787085,11.57073200206625,5.987934044983058e-4,0.0026813677077139435
20000,Kansas,KS,2940546,2529,3715,2480,0.1020266858,7.783051e-4,0.0025308225,6.319051e-4,0.0015575339,0.49,0.49,0.8934432656,0.7371345322,0.0574087261,0.1372404989,0.131,7.835974581721566,36316,0.097150926226999,7.780023776491384e-4,0.0025276253618600765,6.317055320399866e-4,0.0015563222020857444,14.894105836357815,2.6468047090574337e-05,8.606641419654718e-5
20045,Douglas County,KS,120553,1584,348,1518,0.0972039491,8.62914e-4,0.0036913225,6.668667e-4,0.0010037079,0.66,0.57,0.9137948297,0.7744394582,0.0436737369,0.0726319544,0.097,7.368339686311381,-1410,0.09276507932747698,8.625419037570025e-4,0.0036845262886377925,6.666444432072084e-4,0.0010032045220272519,11.699844769239112,7.157963717203223e-4,0.0030619914062694417
20061,Geary County,KS,35047,2733,1469,3088,0.0838177682,3.896032e-4,0.0041943676,0.001148749,0.0035951722,0.38,0.35,0.9324726191,0.5680942734,0.1549348018,0.1706280138,0.146,7.913521017283895,-567,0.08048977836869262,3.8952732438014636e-4,0.004185595759878491,0.0011480896927381812,0.0035887250162959655,10.464445296788119,0.0011116592005021826,0.011967836334065684
20091,Johnson County,KS,622237,2204,3219,2178,0.0594283178,0.0011871778,0.0031724247,8.930951e-4,0.0015572844,0.62,0.55,0.9572590562,0.773322705,0.0507137955,0.09431776,0.049,7.6984827878809465,6477,0.057729439806917485,0.001186473661672194,0.0031674031782249726,8.926965278619815e-4,0.0015560730900551066,13.341076328087132,1.907919008352123e-4,5.098418608986608e-4
20103,Leavenworth County,KS,83518,2737,727,2849,0.0795216277,4.867127e-4,0.002538375,5.428751e-4,0.001077612,0.46,0.44,0.9080123681,0.7847889078,0.080773007,0.0777556934,0.09,7.914983005848394,-1772,0.07651800569560425,4.8659429379203326e-4,0.0025351587676991525,5.427277966221082e-4,0.001077031792976691,11.332817456469593,5.827638353408846e-4,0.003039314878229842
20125,Montgomery County,KS,30568,2032,570,2021,0.1130513945,2.246758e-4,0.0023226904,5.484579e-4,0.0015375556,0.33,0.38,0.8416595447,0.7843823606,0.0445891128,0.0824391521,0.198,7.617267813628347,-444,0.10710524777716895,2.2465056417225894e-4,0.002319997124277092,5.483075519364176e-4,0.0015363747716262536,10.327708989126736,7.350032713949228e-4,0.007598437581784873
20155,Reno County,KS,61497,2146,2024,2159,0.1006028074,5.861856e-4,0.0021789681,5.852136e-4,0.0015447908,0.31,0.49,0.8257181187,0.8272110835,0.0294973739,0.1056799519,0.145,7.671826797878781,-83,0.09585803643074607,5.860138603321234e-4,0.002176597591892696,5.850424292988474e-4,0.001543598838088669,11.026743672116998,9.531938143324065e-4,0.003543210400507342
20161,Riley County,KS,71402,1539,1887,1541,0.1024425208,6.924441e-4,0.0034592869,6.187771e-4,0.0013865158,0.61,0.53,0.9085013082,0.7533402426,0.0656844346,0.0963558444,0.129,7.3395376954076745,247,0.09752819165097228,6.922044711975296e-4,0.003453317330080486,6.185857363870483e-4,0.0013855554745365712,11.176081159139851,9.697824990896613e-4,0.004844803927060867
20169,Saline County,KS,53098,2523,1904,2424,0.0988740657,9.649644e-4,0.0039549512,8.396149e-4,0.0015819805,0.52,0.56,0.8708013812,0.7833628385,0.0322799352,0.1288372443,0.139,7.8336002236611035,-276,0.09428607895565114,9.644991211477074e-4,0.003947150940170008,8.392626205821536e-4,0.0015807304870058595,10.879894541737267,0.001817327206297789,0.007448399563072056
20173,Sedgwick County,KS,528469,2166,3592,2054,0.1234951207,8.89605e-4,0.0028251421,6.983493e-4,0.0018184605,0.53,0.46,0.9066353207,0.6583962352,0.0871744606,0.1674081167,0.175,7.681099001536359,8128,0.11644446968766568,8.89209535992463e-4,0.0028211588863902275,6.981055675944642e-4,0.0018168091024027583,13.177739425996853,1.6833626948789806e-4,5.345899381042218e-4
20175,Seward County,KS,21067,2717,3829,2381,0.1822490306,3.218835e-4,0.0010917549,3.27746e-4,0.0010917549,0.36,0.22,0.8698668147,0.2482555656,0.0258698438,0.6862866094,0.183,7.907651594711089,305,0.16741858257957493,3.2183170662026953e-4,0.0010911593690290074,3.2769230301203244e-4,0.0010911593690290074,9.95546311412647,0.001527903830635591,0.005182298856030759
20177,Shawnee County,KS,177746,2867,4421,2769,0.1012707681,7.292555e-4,0.0038875699,6.81767e-4,0.0026948567,0.58,0.57,0.8603477888,0.7213776963,0.0762154985,0.140486987,0.134,7.961370201719511,2936,0.09646475675104287,7.28989722413214e-4,0.0038800328277512944,6.815347024548369e-4,0.002691232084103264,12.088110843896105,4.1027955622067444e-4,0.0021871490216376177
20209,Wyandotte County,KS,165281,4093,4973,3747,0.151225284,5.567329e-4,0.0019179458,4.40433e-4,0.0018513925,0.47,0.4,0.8665926422,0.3709258777,0.2003618081,0.3430884373,0.216,8.317277766221235,2026,0.14082683951870134,5.56577981735115e-4,0.001916108890307982,4.4033603785550296e-4,0.0018496807852838022,12.015402334673981,3.36840229669472e-4,0.0011604151717378283
21000,Kentucky,KY,4526154,3336,4140,3306,0.0662333076,6.244742e-4,0.0031295886,6.65956e-4,0.0019106729,0.46,0.43,0.8718207848,0.8235729496,0.0842973969,0.050369033,0.202,8.112827478751374,37748,0.06413216446087892,6.242792971236494e-4,0.0031247016310774916,6.657343497037701e-4,0.001908849886287197,15.325383130226456,1.3797016186369267e-5,6.914454523641926e-5
21015,Boone County,KY,140496,3588,2912,3496,0.0470988781,5.894682e-4,0.0014875868,6.829963e-4,9.324109e-4,0.52,0.48,0.9285075783,0.835952625,0.0522150097,0.0596529439,0.085,8.185628891147607,-820,0.04602336687531227,5.89294531865192e-4,0.0014864814388341745,6.827631641748959e-4,9.319764749775174e-4,11.852934297599777,4.195622651178681e-4,0.0010588107846486734
21017,Bourbon County,KY,20134,2692,2040,2524,0.0747564327,6.426418e-4,0.0013906824,7.465286e-4,6.45674e-4,0.51,0.47,0.8462106299,0.8389788418,0.0548326214,0.0784742227,0.184,7.898411092811599,-97,0.07209406167524886,6.424353941837813e-4,0.0013897162968226284,7.46250086128359e-4,6.454656422255435e-4,9.910165207289369,0.003191823780669514,0.006907134200854276
21019,Boyd County,KY,47826,5281,7788,5221,0.0604542236,0.0010021086,0.0077991051,7.274995e-4,0.0044745536,0.47,0.42,0.8638514935,0.9261907749,0.0282900514,0.019299126,0.23,8.572060092857077,1228,0.05869732916876159,0.0010016068243714235,0.0077688492901620155,7.272350005130895e-4,0.004464572547800029,10.775324703655977,0.0020953217914941665,0.016307249404089827
21021,Boyle County,KY,30988,2885,1003,2889,0.0601591655,5.85423e-4,0.0027752678,0.00080895680000000005,0.0021298567,0.4,0.38,0.8592241233,0.8381631599,0.0792564864,0.0465664128,0.182,7.9676267393338165,-584,0.05841905298374764,5.852517068048997e-4,0.00277142385466184,8.086297708043482e-4,0.0021275917706320064,10.341355311751792,0.0018891925906802634,0.00895594359106751
21047,Christian County,KY,72032,3532,4727,3298,0.0738198313,6.08096e-4,0.0053864949,0.0016019278,0.0038593958,0.37,0.41,0.820610687,0.6416453798,0.2115865171,0.090543092,0.232,8.169902647359145,1029,0.07122222717254245,6.079111845471797e-4,0.005372039621966531,0.0016006460822919428,0.003851967438553072,11.184865743706458,8.442025766326078e-4,0.0074779193969346965
21049,Clark County,KY,37304,2930,3092,2973,0.053938442,4.61067e-4,0.0012599185,5.396508e-4,0.0010722711,0.46,0.42,0.8875050221,0.883765816,0.0444992494,0.0425959683,0.163,7.983098940710892,44,0.052534044239007295,4.609607412711336e-4,0.0012591254687199336,5.395052408720331e-4,0.0010716966279671837,10.526855838488157,0.0012359720137250698,0.003377435395668025
21059,Daviess County,KY,103458,2852,1854,2840,0.061606306,5.530598e-4,0.003238029,6.587743e-4,0.0023681107,0.54,0.49,0.8933352771,0.8597401844,0.0491600456,0.0420750449,0.211,7.9561263512135,-1020,0.059783144108648024,5.529069187946026e-4,0.0032327978734155017,6.585574034627875e-4,0.002365311144756297,11.546921012228186,5.345742233563379e-4,0.0031298004987531172
21067,Fayette County,KY,320154,2626,3287,2520,0.0758054568,0.0012026365,0.0059939904,0.0015014968,0.003960594,0.55,0.49,0.9095302715,0.6757060665,0.1562185698,0.0935612237,0.182,7.87359778968554,2456,0.07306964316241571,0.001201913912006838,0.005976097902249162,0.0015003706807817986,0.003952771495291117,12.676557409012267,3.756431279946526e-4,0.0018722209936468076
21073,Franklin County,KY,51644,2861,1425,2825,0.0644502914,3.676328e-4,0.0021106034,7.750887e-4,0.0011230733,0.45,0.33,0.8552864999,0.8123499342,0.0963132213,0.0439160406,0.153,7.959275960116396,-723,0.06245850759597294,3.6756523961991113e-4,0.002108379205688867,7.747884738781148e-4,0.001122443124959179,10.852129301294609,7.118596545581287e-4,0.004086831771357757
21075,Fulton County,KY,6338,4190,4123,4222,0.0684838928,1.535627e-4,3.15557e-4,1.566907e-4,3.15557e-4,0.35,0.35,0.8576583801,0.6875986115,0.2396655096,0.0287156832,0.352,8.340694647925071,-6,0.06624072107289498,1.535509104555235e-4,3.155072223613547e-4,1.5667842529437775e-4,3.155072223613547e-4,8.754318540250866,0.0024228889239507733,0.0049788103502682235
21083,Graves County,KY,36461,5273,11568,5087,0.0725233645,2.731121e-4,9.873564e-4,4.119521e-4,9.050767e-4,0.43,0.37,0.8128179763,0.8452593182,0.039247415,0.0821699899,0.239,8.570544366913232,2363,0.0700141566643287,2.7307481167944034e-4,9.86869284281231e-4,4.118672710297253e-4,9.046673650513513e-4,10.503998475174141,7.490526864320781e-4,0.002707979484929102
21093,Hardin County,KY,112273,2987,2627,3092,0.0593047693,6.003208e-4,0.0045603128,9.386566e-4,0.0020842055,0.45,0.43,0.8915258135,0.7505544521,0.1169203638,0.0662581386,0.176,8.002359546252707,-522,0.05761281492302604,6.001406795516933e-4,0.004549946078629638,9.382163373757425e-4,0.002082036556876266,11.62868868439269,5.34697389399054e-4,0.004061807202087768
21101,Henderson County,KY,44119,3973,4843,3941,0.068643193,5.188477e-4,0.0014959541,5.221814e-4,0.0013372923,0.51,0.48,0.886553256,0.8495432807,0.0836374351,0.0347242685,0.173,8.287528423111763,398,0.06638979990059174,5.187131450724251e-4,0.0014948362753359936,5.220451107358724e-4,0.0013363989210359274,10.694645807652732,0.0011760187220925225,0.0033907253110904596
21103,Henry County,KY,15973,2844,7037,2692,0.0765751716,5.748228e-4,5.634508e-4,3.804451e-4,5.008452e-4,0.44,0.47,0.8182853424,0.8977649784,0.0271708508,0.0433857134,0.188,7.953318346560431,694,0.07378486501737551,5.746576526582266e-4,5.632921212004099e-4,3.80372749112737e-4,5.00719818905351e-4,9.678655075789957,0.0035987153321229573,0.003527520190321167
21107,Hopkins County,KY,44929,3379,3976,3282,0.0681120598,9.969427e-4,0.001379955,4.909399e-4,0.0015580138,0.45,0.42,0.8794650228,0.8723096441,0.0650804603,0.0265530059,0.193,8.125630988477065,312,0.06589265994013718,9.964460826651278e-4,0.0013790037371317137,4.908194284351448e-4,0.0015568013556727775,10.712838744972538,0.0022189291994035034,0.00307141267332903
21111,Jefferson County,KY,772144,2890,4330,2748,0.0629692419,9.153153e-4,0.0040653039,0.0010589618,0.0025940757,0.55,0.5,0.9006047506,0.6254144305,0.2262829213,0.0850424273,0.216,7.969357742016346,12215,0.06106616375773737,9.148966543932441e-4,0.0040570628793857285,0.0010584014954789969,0.002590716893043761,13.556926340110046,1.1854204656126318e-4,5.26495563003792e-4
21113,Jessamine County,KY,55017,2157,4748,2154,0.0751445087,7.459068e-4,0.0017449152,3.686364e-4,9.0881e-4,0.51,0.43,0.8980402138,0.8636603232,0.0473853536,0.0479488158,0.137,7.67693714581808,1427,0.07245507924284166,7.456287497806057e-4,0.001743394604089352,3.6856847029598114e-4,9.08397282227807e-4,10.915397507364945,0.0013557751240525656,0.003171592780413327
